@timestamp,message,event.action,event.button_name,event.customer_id,event.api_endpoint,event.status,event.response_time,hit_time_gmt,post_visid_high,post_visid_low,visit_num,page_name,page_url,event_list,events,evar1,prop1,prop2,time_spent
2024-05-18 09:00:00+00:00,Agent agent08 added account note for customer 10011.,api_call,,10011,/api/account/update/profile/10231,failed,94,2024-05-18 08:59:40+00:00,3079111374,8861064518,5,Device Usage,/device/Device-Usage/10011,,,agent16,Device,Device Usage,231
2024-05-18 09:00:00+00:00,Agent agent17 compared plans for customer 10012.,api_call,,10012,/api/plans & perks/plans/features/64777,failed,74,2024-05-18 08:59:51+00:00,9710308220,5974989723,2,Notification Settings,/account/Notification-Settings/10012,,,agent20,Account,Notification Settings,229
2024-05-18 09:00:00+00:00,Agent agent02 viewed plan features for customer 10013.,api_call,,10013,/api/plans & perks/perks/redeem/67948,failed,116,2024-05-18 08:59:59+00:00,4871667917,1514531693,3,Upgrade Plan,/upgrades/Upgrade-Plan/10013,1,event9,agent10,Upgrades,Upgrade Plan,143
2024-05-18 09:00:00+00:00,Agent agent14 removed payment method for customer 10014.,api_call,removed_payment_method,10014,/api/billing/payment/28177,failed,480,2024-05-18 08:59:15+00:00,7636425387,7082866213,2,Update Contact Information,/account/Update-Contact-Information/10014,,,agent12,Account,Update Contact Information,70
2024-05-18 09:00:00+00:00,Agent agent16 updated notification preferences for customer 10015.,api_call,,10015,/api/account/addnote/75409,failed,375,2024-05-18 08:59:46+00:00,7731982218,6225949281,2,Device Replacement Options,/account/Device-Replacement-Options/10015,1,event3,agent06,Account,Device Replacement Options,271
2024-05-18 09:00:00+00:00,Agent agent16 filed device claim for customer 10016.,api_call,filed_device_claim,10016,/api/device/reboot/22333,failed,337,2024-05-18 08:59:19+00:00,6237120913,7168264168,3,Upgrade Plan,/upgrades/Upgrade-Plan/10016,1,event5,agent19,Upgrades,Upgrade Plan,100
2024-05-18 09:00:00+00:00,Agent agent02 updated profile for customer 10017.,api_call,,10017,/api/account/update/notifications/10659,failed,477,2024-05-18 08:59:00+00:00,3375874609,1104764734,4,Network Diagnostics,/network/Network-Diagnostics/10017,1,event4,agent05,Network,Network Diagnostics,92
2024-05-18 09:00:00+00:00,Agent agent20 updated security questions for customer 10018.,api_call,,10018,/api/account/updatesecurityquestions/61243,success,265,2024-05-18 08:59:12+00:00,1283790862,6679864499,5,Plan Features,/plans & perks/Plan-Features/10018,1,event3,agent07,Plans & Perks,Plan Features,46
2024-05-18 09:00:00+00:00,Agent agent01 rebooted device for customer 10019.,api_call,rebooted_device,10019,/api/device/reset/61827,failed,104,2024-05-18 08:59:37+00:00,2370686671,4188888055,2,Payment Options,/billing/Payment-Options/10019,,,agent14,Billing,Payment Options,46
2024-05-18 09:00:00+00:00,Agent agent05 updated profile for customer 10020.,api_call,,10020,/api/account/update/email/99818,failed,75,2024-05-18 08:59:18+00:00,4898591099,3801698841,2,Customer Dashboard,/billing/Customer-Dashboard/10020,1,event6,agent12,Billing,Customer Dashboard,207
2024-05-18 09:00:00+00:00,Agent agent14 updated language for customer 10021.,api_call,,10021,/api/account/addline/37798,failed,158,2024-05-18 08:59:00+00:00,4124185233,4962338791,4,Invoice Details,/billing/Invoice-Details/10021,,,agent05,Billing,Invoice Details,153
2024-05-18 09:00:00+00:00,Agent agent16 reset password for customer 10022.,api_call,reset_password,10022,/api/account/close/27618,success,285,2024-05-18 08:59:07+00:00,6745678353,4649401619,1,Device Details,/device/Device-Details/10022,1,event9,agent18,Device,Device Details,35
2024-05-18 09:00:00+00:00,Agent agent12 updated billing address for customer 10023.,api_call,updated_billing_address,10023,/api/billing/downloadstatements/12514,failed,410,2024-05-18 08:59:51+00:00,3264972116,3310900960,3,Firmware Update,/device/Firmware-Update/10023,,,agent07,Device,Firmware Update,134
2024-05-18 09:00:00+00:00,Agent agent10 upgraded device for customer 10024.,api_call,upgraded_device,10024,/api/upgrades/upgrade/device/39695,failed,226,2024-05-18 08:59:45+00:00,2496764630,7229840848,2,Network Optimization Settings,/network/Network-Optimization-Settings/10024,1,event7,agent10,Network,Network Optimization Settings,82
2024-05-18 09:00:00+00:00,Agent agent06 updated data limit for customer 10025.,api_call,,10025,/api/device/update/firmware/10766,failed,383,2024-05-18 08:59:22+00:00,5562154721,1523554351,2,Plan Features,/plans & perks/Plan-Features/10025,,,agent02,Plans & Perks,Plan Features,251
2024-05-18 09:00:00+00:00,Agent agent10 rebooted device for customer 10026.,api_call,rebooted_device,10026,/api/device/fileclaim/57225,failed,461,2024-05-18 08:59:28+00:00,1404414254,4452670630,4,Upgrade Plan,/upgrades/Upgrade-Plan/10026,,,agent03,Upgrades,Upgrade Plan,143
2024-05-18 09:00:00+00:00,Agent agent09 added account note for customer 10027.,api_call,,10027,/api/account/update/email/92397,success,232,2024-05-18 08:59:52+00:00,4838976987,3191030840,5,Plan Features,/plans & perks/Plan-Features/10027,1,event7,agent02,Plans & Perks,Plan Features,97
2024-05-18 09:00:00+00:00,Agent agent07 scheduled autopay for customer 10028.,api_call,scheduled_autopay,10028,/api/billing/scheduleautopay/34275,failed,369,2024-05-18 08:59:37+00:00,9509646725,7878637830,1,Account Security,/account/Account-Security/10028,,,agent05,Account,Account Security,266
2024-05-18 09:00:00+00:00,Agent agent18 upgraded device for customer 10029.,api_call,upgraded_device,10029,/api/device/replacement/request/43500,failed,320,2024-05-18 08:59:02+00:00,1815850792,5875571693,5,Update Contact Information,/account/Update-Contact-Information/10029,,,agent15,Account,Update Contact Information,106
2024-05-18 09:00:00+00:00,Agent agent16 closed account for customer 10030.,api_call,,10030,/api/account/update/language/73419,failed,439,2024-05-18 08:59:02+00:00,9578214317,5094286845,4,Device Usage,/device/Device-Usage/10030,,,agent01,Device,Device Usage,106
2024-05-18 09:00:00+00:00,Agent agent05 requested device replacement for customer 10031.,api_call,requested_device_replacement,10031,/api/device/reboot/89664,failed,338,2024-05-18 08:59:45+00:00,7734323042,3533845584,4,Device Replacement Options,/account/Device-Replacement-Options/10031,1,event3,agent20,Account,Device Replacement Options,269
2024-05-18 09:00:00+00:00,Agent agent12 filed device claim for customer 10032.,api_call,filed_device_claim,10032,/api/device/fileclaim/55115,success,177,2024-05-18 08:59:49+00:00,3703706404,2370600229,5,Redeem Perks,/plans & perks/Redeem-Perks/10032,,,agent13,Plans & Perks,Redeem Perks,85
2024-05-18 09:00:00+00:00,Agent agent09 compared plans for customer 10033.,api_call,,10033,/api/plans & perks/plans/compare/11115,failed,210,2024-05-18 08:59:26+00:00,6780799534,9447601795,4,Network Troubleshooting Tips,/network/Network-Troubleshooting-Tips/10033,1,event8,agent03,Network,Network Troubleshooting Tips,128
2024-05-18 09:00:00+00:00,Agent agent04 processed payment for customer 10034.,api_call,processed_payment,10034,/api/billing/remove/paymentmethod/78755,failed,333,2024-05-18 08:59:54+00:00,4382836102,8570073353,4,Update Contact Information,/account/Update-Contact-Information/10034,1,event5,agent15,Account,Update Contact Information,137
2024-05-18 09:00:00+00:00,Agent agent14 closed account for customer 10035.,api_call,,10035,/api/account/password/reset/76982,failed,268,2024-05-18 08:59:15+00:00,5721242558,2875423068,3,Speed Test Results,/network/Speed-Test-Results/10035,1,event4,agent03,Network,Speed Test Results,225
2024-05-18 09:00:00+00:00,Agent agent03 optimized network settings for customer 10036.,api_call,optimized_network_settings,10036,/api/network/speedtest/51020,success,71,2024-05-18 08:59:41+00:00,3435121670,7501568818,5,Customer Dashboard,/billing/Customer-Dashboard/10036,1,event1,agent08,Billing,Customer Dashboard,187
2024-05-18 09:00:00+00:00,Agent agent16 fetched invoice for customer 10037.,api_call,,10037,/api/billing/downloadstatements/76036,success,122,2024-05-18 08:59:14+00:00,7517978387,6329325967,4,Firmware Update,/device/Firmware-Update/10037,1,event9,agent13,Device,Firmware Update,108
2024-05-18 09:00:00+00:00,Agent agent03 added roaming package for customer 10038.,api_call,added_roaming_package,10038,/api/billing/add/paymentmethod/61584,failed,482,2024-05-18 08:59:48+00:00,9632352538,8484133644,4,Eligibility Check,/upgrades/Eligibility-Check/10038,1,event1,agent10,Upgrades,Eligibility Check,299
2024-05-18 09:00:00+00:00,Agent agent18 checked outage status for customer 10039.,api_call,,10039,/api/network/issueresolved/90419,failed,99,2024-05-18 08:59:20+00:00,1543018384,9525585430,2,Coverage Map,/network/Coverage-Map/10039,1,event6,agent12,Network,Coverage Map,118
2024-05-18 09:00:00+00:00,Agent agent09 added new line for customer 10040.,api_call,,10040,/api/account/update/language/14089,failed,340,2024-05-18 08:59:28+00:00,3728939666,7339806740,5,Invoice Details,/billing/Invoice-Details/10040,,,agent09,Billing,Invoice Details,108
2024-05-18 09:00:00+00:00,Agent agent09 compared plans for customer 10041.,api_call,,10041,/api/plans & perks/plans/features/74742,success,180,2024-05-18 08:59:30+00:00,6771252634,8776442676,3,Phone Upgrade Options,/device/Phone-Upgrade-Options/10041,1,event10,agent02,Device,Phone Upgrade Options,102
2024-05-18 09:00:00+00:00,Agent agent09 updated billing address for customer 10042.,api_call,updated_billing_address,10042,/api/billing/invoices/74495,failed,411,2024-05-18 08:59:29+00:00,6189333699,1272326845,1,Network Diagnostics,/network/Network-Diagnostics/10042,1,event9,agent06,Network,Network Diagnostics,230
2024-05-18 09:00:00+00:00,Agent agent15 compared plans for customer 10043.,api_call,,10043,/api/plans & perks/plans/features/90218,failed,76,2024-05-18 08:59:45+00:00,8757342085,5755108313,5,Redeem Perks,/plans & perks/Redeem-Perks/10043,1,event2,agent09,Plans & Perks,Redeem Perks,192
2024-05-18 09:00:00+00:00,Agent agent15 activated international calling for customer 10044.,api_call,activated_international_calling,10044,/api/account/update/notifications/49613,failed,146,2024-05-18 08:59:10+00:00,1627849062,6305294872,2,Device Details,/device/Device-Details/10044,1,event1,agent20,Device,Device Details,275
2024-05-18 09:00:00+00:00,Agent agent18 activated device for customer 10045.,api_call,activated_device,10045,/api/upgrades/upgrade/device/65375,failed,162,2024-05-18 08:59:41+00:00,9226658285,2774660458,3,Payment Options,/billing/Payment-Options/10045,,,agent08,Billing,Payment Options,61
2024-05-18 09:00:00+00:00,Agent agent14 configured device for customer 10046.,api_call,,10046,/api/device/update/firmware/58013,success,464,2024-05-18 08:59:18+00:00,3936161552,4606629529,2,Redeem Perks,/plans & perks/Redeem-Perks/10046,,,agent09,Plans & Perks,Redeem Perks,119
2024-05-18 09:00:00+00:00,Agent agent18 initiated upgrade for customer 10047.,api_call,initiated_upgrade,10047,/api/upgrades/upgrade/checkEligibility/72822,failed,452,2024-05-18 08:59:44+00:00,8806985612,9805903089,1,Upgrade Plan,/upgrades/Upgrade-Plan/10047,1,event2,agent20,Upgrades,Upgrade Plan,193
2024-05-18 09:00:00+00:00,Agent agent15 checked upgrade eligibility for customer 10048.,api_call,,10048,/api/upgrades/upgrade/checkEligibility/69327,failed,256,2024-05-18 08:59:26+00:00,4571858638,1301111052,1,Payment Options,/billing/Payment-Options/10048,,,agent14,Billing,Payment Options,33
2024-05-18 09:00:00+00:00,Agent agent18 completed upgrade for customer 10049.,api_call,completed_upgrade,10049,/api/upgrades/upgrade/checkEligibility/39368,failed,123,2024-05-18 08:59:55+00:00,7513356400,4684528149,5,Network Usage History,/network/Network-Usage-History/10049,,,agent11,Network,Network Usage History,170
2024-05-18 09:00:00+00:00,Agent agent06 troubleshot signal for customer 10050.,api_call,,10050,/api/network/outage/report/23317,failed,298,2024-05-18 08:59:08+00:00,4555233712,3026199223,3,Device Replacement Options,/account/Device-Replacement-Options/10050,1,event4,agent19,Account,Device Replacement Options,152
2024-05-18 09:00:00+00:00,Agent agent11 viewed troubleshooting guide for customer 10051.,api_call,,10051,/api/network/update/wifi-password/27705,success,432,2024-05-18 08:59:16+00:00,3081884562,2674532569,4,Dispute Charge,/billing/Dispute-Charge/10051,1,event10,agent08,Billing,Dispute Charge,270
2024-05-18 09:00:00+00:00,Agent agent18 initiated upgrade for customer 10052.,api_call,initiated_upgrade,10052,/api/upgrades/upgrade/checkEligibility/75931,failed,132,2024-05-18 08:59:45+00:00,1054324831,1824173284,5,Account Overview,/account/Account-Overview/10052,1,event4,agent07,Account,Account Overview,34
2024-05-18 09:00:00+00:00,Agent agent17 checked upgrade eligibility for customer 10053.,api_call,,10053,/api/upgrades/upgrade/checkEligibility/64811,failed,493,2024-05-18 08:59:35+00:00,1126218706,2904364703,1,Network Troubleshooting Tips,/network/Network-Troubleshooting-Tips/10053,1,event7,agent19,Network,Network Troubleshooting Tips,160
2024-05-18 09:00:00+00:00,Agent agent04 compared plans for customer 10054.,api_call,,10054,/api/plans & perks/plans/features/73406,failed,123,2024-05-18 08:59:59+00:00,4005698672,3494370678,4,Network Diagnostics,/network/Network-Diagnostics/10054,1,event5,agent08,Network,Network Diagnostics,155
2024-05-18 09:00:00+00:00,Agent agent13 requested device replacement for customer 10055.,api_call,requested_device_replacement,10055,/api/device/configure/46781,failed,391,2024-05-18 08:59:41+00:00,1333502068,1653507092,3,Device Usage,/device/Device-Usage/10055,,,agent08,Device,Device Usage,272
2024-05-18 09:00:00+00:00,Agent agent20 configured device for customer 10056.,api_call,,10056,/api/device/update/datalimit/89282,success,410,2024-05-18 08:59:42+00:00,6911680778,8284702234,4,Phone Upgrade Options,/device/Phone-Upgrade-Options/10056,1,event1,agent19,Device,Phone Upgrade Options,192
2024-05-18 09:00:00+00:00,Agent agent19 requested device replacement for customer 10057.,api_call,requested_device_replacement,10057,/api/upgrades/upgrade/device/39236,failed,186,2024-05-18 08:59:54+00:00,9042309028,9019087280,1,Coverage Map,/network/Coverage-Map/10057,1,event1,agent04,Network,Coverage Map,201
2024-05-18 09:00:00+00:00,Agent agent10 filed device claim for customer 10058.,api_call,filed_device_claim,10058,/api/upgrades/upgrade/device/86383,failed,304,2024-05-18 08:59:07+00:00,3811602503,5630280683,1,Network Troubleshooting Tips,/network/Network-Troubleshooting-Tips/10058,,,agent01,Network,Network Troubleshooting Tips,113
2024-05-18 09:00:00+00:00,Agent agent12 processed payment for customer 10059.,api_call,processed_payment,10059,/api/billing/update/address/14266,failed,124,2024-05-18 08:59:16+00:00,9217945740,4385921397,4,Compare Plans,/plans & perks/Compare-Plans/10059,,,agent14,Plans & Perks,Compare Plans,265
2024-05-18 09:00:00+00:00,Agent agent12 viewed plan features for customer 10060.,api_call,,10060,/api/plans & perks/plans/features/72161,success,274,2024-05-18 08:59:38+00:00,6463249670,4357486534,2,Notification Settings,/account/Notification-Settings/10060,,,agent14,Account,Notification Settings,169
2024-05-18 09:00:00+00:00,Agent agent16 requested device replacement for customer 10061.,api_call,requested_device_replacement,10061,/api/device/upgrade/90653,failed,314,2024-05-18 08:59:01+00:00,8350264861,2325741433,4,Update Contact Information,/account/Update-Contact-Information/10061,,,agent09,Account,Update Contact Information,145
2024-05-18 09:00:00+00:00,Agent agent08 reset device for customer 10062.,api_call,reset_device,10062,/api/device/configure/41821,failed,261,2024-05-18 08:59:13+00:00,3217769413,4460609771,3,Upgrade Device,/upgrades/Upgrade-Device/10062,1,event10,agent08,Upgrades,Upgrade Device,298
2024-05-18 09:00:00+00:00,Agent agent14 viewed plan features for customer 10063.,api_call,,10063,/api/plans & perks/perks/redeem/29767,failed,164,2024-05-18 08:59:56+00:00,1924947112,5426899907,2,Compare Plans,/plans & perks/Compare-Plans/10063,,,agent19,Plans & Perks,Compare Plans,56
2024-05-18 09:00:00+00:00,Agent agent14 initiated dispute for customer 10064.,api_call,initiated_dispute,10064,/api/billing/add/paymentmethod/79244,failed,193,2024-05-18 08:59:23+00:00,3552164194,4563911002,5,Upgrade Device,/upgrades/Upgrade-Device/10064,1,event9,agent13,Upgrades,Upgrade Device,118
2024-05-18 09:00:00+00:00,Agent agent04 requested device replacement for customer 10065.,api_call,requested_device_replacement,10065,/api/device/update/firmware/12131,failed,232,2024-05-18 08:59:51+00:00,9005925457,5635459748,3,Device Compatibility List,/device/Device-Compatibility-List/10065,1,event5,agent12,Device,Device Compatibility List,273
2024-05-18 09:00:00+00:00,Agent agent09 added payment method for customer 10066.,api_call,added_payment_method,10066,/api/billing/scheduleautopay/32826,failed,317,2024-05-18 08:59:03+00:00,7018528412,8062184792,5,Compare Plans,/plans & perks/Compare-Plans/10066,,,agent20,Plans & Perks,Compare Plans,100
2024-05-18 09:00:00+00:00,Agent agent15 ran speed test for customer 10067.,api_call,ran_speed_test,10067,/api/network/updateqos/52819,failed,344,2024-05-18 08:59:11+00:00,5990965990,2952802807,3,Troubleshooting Guide,/device/Troubleshooting-Guide/10067,1,event4,agent08,Device,Troubleshooting Guide,228
2024-05-18 09:00:00+00:00,Agent agent02 checked device compatibility for customer 10068.,api_call,,10068,/api/device/configure/96819,failed,242,2024-05-18 08:59:26+00:00,4225783471,9746002876,3,Coverage Map,/network/Coverage-Map/10068,1,event2,agent01,Network,Coverage Map,121
2024-05-18 09:00:00+00:00,Agent agent19 resolved network issue for customer 10069.,api_call,resolved_network_issue,10069,/api/network/update/wifi-password/97925,failed,418,2024-05-18 08:59:00+00:00,5183254567,7715942195,3,Payment Options,/billing/Payment-Options/10069,,,agent16,Billing,Payment Options,72
2024-05-18 09:00:00+00:00,Agent agent04 viewed troubleshooting guide for customer 10070.,api_call,,10070,/api/network/optimize/29473,failed,104,2024-05-18 08:59:31+00:00,5131079777,6295214091,5,Device Details,/device/Device-Details/10070,,,agent03,Device,Device Details,36
2024-05-18 09:00:00+00:00,Agent agent06 checked outage status for customer 10071.,api_call,,10071,/api/network/updateqos/76021,failed,271,2024-05-18 08:59:04+00:00,1898249785,1388708607,5,Account Security,/account/Account-Security/10071,1,event5,agent05,Account,Account Security,114
2024-05-18 09:00:00+00:00,Agent agent07 completed upgrade for customer 10072.,api_call,completed_upgrade,10072,/api/upgrades/upgrade/checkEligibility/55971,failed,70,2024-05-18 08:59:58+00:00,2898011558,4319157298,4,Network Optimization Settings,/network/Network-Optimization-Settings/10072,1,event6,agent12,Network,Network Optimization Settings,202
2024-05-18 09:00:00+00:00,Agent agent11 viewed plan features for customer 10073.,api_call,,10073,/api/plans & perks/perks/redeem/10044,failed,286,2024-05-18 08:59:00+00:00,1459218014,2277296376,3,Network Diagnostics,/network/Network-Diagnostics/10073,1,event8,agent10,Network,Network Diagnostics,238
2024-05-18 09:00:00+00:00,Agent agent18 viewed troubleshooting guide for customer 10074.,api_call,,10074,/api/network/updateqos/26334,failed,117,2024-05-18 08:59:12+00:00,9472288565,6551087523,2,Network Usage History,/network/Network-Usage-History/10074,1,event4,agent17,Network,Network Usage History,255
2024-05-18 09:00:00+00:00,Agent agent11 processed payment for customer 10075.,api_call,processed_payment,10075,/api/billing/update/address/71077,failed,81,2024-05-18 08:59:43+00:00,9215023394,7431174713,3,Network Optimization Settings,/network/Network-Optimization-Settings/10075,,,agent16,Network,Network Optimization Settings,65
2024-05-18 09:00:00+00:00,Agent agent16 closed account for customer 10076.,api_call,,10076,/api/account/addline/70477,failed,93,2024-05-18 08:59:12+00:00,2405893774,6020797781,4,Device Details,/device/Device-Details/10076,,,agent01,Device,Device Details,173
2024-05-18 09:00:00+00:00,Agent agent06 compared plans for customer 10077.,api_call,,10077,/api/plans & perks/perks/redeem/46389,success,170,2024-05-18 08:59:30+00:00,8185036531,7836323065,2,Upgrade Device,/upgrades/Upgrade-Device/10077,1,event10,agent01,Upgrades,Upgrade Device,39
2024-05-18 09:00:00+00:00,Agent agent01 reported outage for customer 10078.,api_call,reported_outage,10078,/api/network/troubleshoot/signal/70478,failed,464,2024-05-18 08:59:36+00:00,6396818352,2273961303,2,Redeem Perks,/plans & perks/Redeem-Perks/10078,1,event6,agent19,Plans & Perks,Redeem Perks,111
2024-05-18 09:00:00+00:00,Agent agent20 completed upgrade for customer 10079.,api_call,completed_upgrade,10079,/api/upgrades/upgrade/plan/29888,success,422,2024-05-18 08:59:50+00:00,9537797354,2233972830,1,Network Diagnostics,/network/Network-Diagnostics/10079,1,event9,agent13,Network,Network Diagnostics,239
2024-05-18 09:00:00+00:00,Agent agent16 viewed plan features for customer 10080.,api_call,,10080,/api/plans & perks/plans/features/65756,failed,344,2024-05-18 08:59:46+00:00,8124505453,9181233505,4,International Roaming Charges,/billing/International-Roaming-Charges/10080,,,agent16,Billing,International Roaming Charges,34
2024-05-18 09:00:00+00:00,Agent agent11 scheduled autopay for customer 10081.,api_call,scheduled_autopay,10081,/api/billing/add/paymentmethod/44698,failed,312,2024-05-18 08:59:11+00:00,1198097488,6675953892,4,Compare Plans,/plans & perks/Compare-Plans/10081,,,agent04,Plans & Perks,Compare Plans,235
2024-05-18 09:00:00+00:00,Agent agent14 compared plans for customer 10082.,api_call,,10082,/api/plans & perks/plans/compare/56049,failed,105,2024-05-18 08:59:09+00:00,4475457758,6284349856,5,Plan Features,/plans & perks/Plan-Features/10082,1,event10,agent17,Plans & Perks,Plan Features,222
2024-05-18 09:00:00+00:00,Agent agent12 checked outage status for customer 10083.,api_call,,10083,/api/network/troubleshoot/signal/36316,failed,279,2024-05-18 08:59:36+00:00,6274733192,8995695419,5,Plan Features,/plans & perks/Plan-Features/10083,1,event10,agent10,Plans & Perks,Plan Features,118
2024-05-18 09:00:00+00:00,Agent agent09 updated data limit for customer 10084.,api_call,,10084,/api/device/reboot/93650,failed,400,2024-05-18 08:59:46+00:00,5138303386,3725823865,5,Redeem Perks,/plans & perks/Redeem-Perks/10084,1,event10,agent04,Plans & Perks,Redeem Perks,210
2024-05-18 09:00:00+00:00,Agent agent07 reset device for customer 10085.,api_call,reset_device,10085,/api/device/checkcompatibility/81252,failed,148,2024-05-18 08:59:09+00:00,3730047374,8427544274,2,Payment History,/billing/Payment-History/10085,1,event8,agent13,Billing,Payment History,184
2024-05-18 09:00:00+00:00,Agent agent08 updated Wi-Fi password for customer 10086.,api_call,updated_Wi-Fi_password,10086,/api/network/diagnostics/12087,failed,199,2024-05-18 08:59:34+00:00,9824465385,4627532412,1,Invoice Details,/billing/Invoice-Details/10086,,,agent08,Billing,Invoice Details,177
2024-05-18 09:00:00+00:00,Agent agent04 checked upgrade eligibility for customer 10087.,api_call,,10087,/api/upgrades/upgrade/plan/79458,failed,74,2024-05-18 08:59:13+00:00,7800161396,4311418073,1,Redeem Perks,/plans & perks/Redeem-Perks/10087,1,event4,agent05,Plans & Perks,Redeem Perks,133
2024-05-18 09:00:00+00:00,Agent agent06 rebooted device for customer 10088.,api_call,rebooted_device,10088,/api/device/configure/19448,failed,156,2024-05-18 08:59:54+00:00,7122636163,4413532068,3,Billing Details,/billing/Billing-Details/10088,,,agent13,Billing,Billing Details,170
2024-05-18 09:00:00+00:00,Agent agent09 compared plans for customer 10089.,api_call,,10089,/api/plans & perks/plans/compare/67366,failed,424,2024-05-18 08:59:00+00:00,3083898018,6732268601,5,Account Closure,/account/Account-Closure/10089,1,event4,agent09,Account,Account Closure,298
2024-05-18 09:00:00+00:00,Agent agent13 troubleshot signal for customer 10090.,api_call,,10090,/api/network/outage/status/12103,success,465,2024-05-18 08:59:59+00:00,3578544387,2308163916,1,Network Usage History,/network/Network-Usage-History/10090,,,agent08,Network,Network Usage History,50
2024-05-18 09:00:00+00:00,Agent agent17 initiated upgrade for customer 10091.,api_call,initiated_upgrade,10091,/api/upgrades/upgrade/checkEligibility/44180,success,358,2024-05-18 08:59:02+00:00,6080207331,8542388707,2,Plan Features,/plans & perks/Plan-Features/10091,1,event8,agent13,Plans & Perks,Plan Features,64
2024-05-18 09:00:00+00:00,Agent agent09 compared plans for customer 10092.,api_call,,10092,/api/plans & perks/plans/features/36128,failed,113,2024-05-18 08:59:37+00:00,5927886723,1109047733,1,Upgrade Device,/upgrades/Upgrade-Device/10092,1,event3,agent10,Upgrades,Upgrade Device,244
2024-05-18 09:00:00+00:00,Agent agent17 compared plans for customer 10093.,api_call,,10093,/api/plans & perks/plans/compare/87310,success,125,2024-05-18 08:59:55+00:00,6990892737,3018751113,1,Redeem Perks,/plans & perks/Redeem-Perks/10093,,,agent06,Plans & Perks,Redeem Perks,90
2024-05-18 09:00:00+00:00,Agent agent06 compared plans for customer 10094.,api_call,,10094,/api/plans & perks/plans/features/79133,success,335,2024-05-18 08:59:39+00:00,7511241530,1325782280,3,Billing Details,/billing/Billing-Details/10094,1,event2,agent05,Billing,Billing Details,112
